INSP_STUDY_ID	INSPECTION_ID	STUDY	SEQ_NO
16415017	65843887	I	1
16415020	65901922	FARM	3
16415021	65902012	FARM	3
16415023	65902980	YES	5
16415024	65906655	518	1
16415025	65906672	518	1
16415026	65906716	518	1
16415027	65906717	518	1
16415028	65906718	518	1
16415029	65906725	518	1
16415031	65906727	518	1
16415032	65906728	518	1
16415033	65906729	518	1
16415034	65906730	518	1
16415035	65906731	518	1
16415036	65906732	518	1
16415037	65906733	518	1
16415038	65906734	518	1
16415039	65906762	518	1
16415040	65906763	518	1
16415041	65906764	518	1
16415042	65906765	518	1
16415043	65906766	518	1
16415044	65906767	518	1
16415045	65906768	518	1
16415046	65906773	518	1
16415047	65906774	518	1
16415048	65906775	518	1
16415049	65906776	518	1
16415050	65906777	518	1
16415051	65906778	518	1
16415052	65906779	518	1
16415053	65906780	518	1
16415054	65906809	518	1
16415055	65906810	518	1
16415056	65906840	518	1
16415057	65906841	518	1
16415058	65906842	518	1
16415059	65906843	518	1
16415060	65906844	518	1
16415061	65906845	518	1
16415062	65906846	518	1
16415063	65906847	518	1
16415064	65906868	518	1
16415065	65906869	518	1
16415066	65906870	518	1
16415067	65906871	518	1
16415068	65906872	518	1
16415069	65906873	518	1
16415070	65906874	518	1
16415071	65906887	518	1
16415072	65906888	518	1
16415073	65906889	518	1
16415074	65906890	518	1
16415076	65907055	4	1
16415077	65907056	4	1
16415079	65907059	1	1
16415080	65907060	1	1
16415082	65907062	1	1
16415083	65907063	1	1
16415084	65907064	1	1
16415085	65907065	1	1
16415087	65907067	2	1
16415088	65907068	2	1
16415089	65907069	2	1
16415091	65907071	1	1
16415093	65907073	1	1
16415097	65907079	5	1
16415098	65907080	5	1
16415099	65907081	5	1
16415100	65907082	5	1
16415101	65907083	1	1
16415103	65907093	2	1
16415105	65907095	2	1
16415106	65907096	2	1
16415107	65907097	2	1
16415108	65907098	2	1
16415110	65907100	1	1
16415116	65907109	2	1
16415123	65907112	1	1
16415125	65907114	1	1
16415126	65907115	1	1
16415127	65907116	2	1
16415130	65907119	2	1
16415132	65907121	1	1
16415135	65907124	2	1
16415137	65907126	2	1
16415138	65907127	2	1
16415142	65907132	2	1
16415143	65907133	2	1
16415145	65907135	2	1
16415146	65907136	2	1
16415147	65907137	2	1
16415148	65907138	2	1
16415149	65907139	2	1
16415151	65907141	2	1
16415152	65907144	1	1
16415153	65907145	1	1
16415154	65907146	2	1
16415155	65907147	1	1
16415159	65907152	2	1
16415162	65907155	2	1
16415164	65907157	2	1
16415165	65907158	2	1
16415166	65907159	2	1
16415169	65907162	1	1
16415170	65907163	2	1
16415172	65907165	2	1
16415175	65907168	1	1
16415176	65907169	1	1
16415177	65907170	2	1
16415178	65907171	2	1
16415180	65907175	2	1
16415181	65907176	2	1
16415182	65907177	1	1
16415183	65907178	1	1
16415187	65907185	2	1
16415188	65907186	2	1
16415189	65907187	2	1
16415194	65907190	2	1
16415195	65907191	2	1
16415196	65907192	2	1
16415197	65907193	2	1
16415201	65907197	5	1
16415206	65907202	5	1
16415209	65907206	2	1
16415210	65907207	2	1
16415214	65907211	4	1
16415217	65907214	2	1
16415218	65907215	1	1
16415219	65907216	1	1
16415220	65907217	1	1
16415223	65907220	4	1
16415225	65565284	2	1
16415229	65907229	1	1
16415230	65582679	2	1
16415233	65582681	2	1
16415234	65683425	2	1
16415237	65907239	4	1
16415239	65907242	2	1
16415242	65907250	2	1
16415243	65907251	2	1
16415245	65907253	2	1
16415250	65907262	2	1
16415256	65907272	2	1
16415257	65907273	2	1
16415264	65907280	1	1
16415267	65907286	2	1
16415268	65907287	2	1
16415269	65907288	2	1
16415271	65907290	1	1
16415272	65907291	1	1
16415277	65907298	5	1
16415279	65907300	1	1
16415281	65907301	2	1
16415283	65907303	2	1
16415284	65907304	1	1
16415287	65907307	6	1
16415291	65856215	1824	1
16415292	65838103	TPK18	3
16415293	65908139	TPK18	3
16415296	65908146	PRIORITY17	1
16415298	65908148	PRIORITY17	1
16415299	65908149	PRIORITY17	1
16415300	65671458	TPK18	3
16415301	65908163	PRIORITY 17	1
16415302	65872652	TIMBER19	1
16415303	65908181	PRIORITY 17	1
16415304	65908182	PRIORITY 17	1
16415305	65908184	PRIORITY 17	1
16415306	65872661	MEC CHECK-CONFIRMED	7
16415308	65908187	MEC CHECK-CONFIRMED	7
16415309	65908188	PRIORITY17	1
16415310	65908189	PRIORITY17	1
16415311	65908191	PRIORITY17	1
16415313	65838141	GAS2019	1
16415314	65872812	GAS2019	1
16415315	65908202	PRIORITY17	1
16415316	65908203	PRIORITY17	1
16415318	65908205	PRIORITY17	1
16415319	65908206	PRIORITY17	1
16415320	65908215	PRIORITY17	1
16415321	65908216	PRIORITY17	1
16415322	65908216	MEC CHECK NO CONTACT	7
16415323	65908217	PRIORITY17	1
16415324	65908217	MEC CHECK CONFIRMED	7
16415326	65908221	PRIORITY 17	1
16415327	65908222	PRIORITY17	1
16415328	65872751	GAS2019	1
16415329	65872751	MED CHECKED - CONFIRMED	7
16415330	65908230	MED CHECKED - CONFIRMED	7
16415331	65556309	TPK18	3
16415332	65801369	TPK18	3
16415333	65838102	TPK18	3
16415334	65908261	11300	9
16415335	65908261	HW	10
16415336	65801524	MEC-CONFIRMED	7
16415337	65894977	MEC- NOT CONFIRMED	7
16415338	65908595	MX	10
16415339	65908615	MX	10
16415340	65908628	MX	10
16415341	65908629	MX	10
16415343	65859235	BASIC	10
16415344	65745961	BASIC	10
16415345	65685764	BASIC	10
16415346	65711537	BASIC	10
16415347	65909007	BASIC	10
16415348	65884341	BASIC	10
16415350	65909009	BASIC	10
16415351	65909010	BASIC	10
16415352	65909011	BASIC	10
16415353	65909012	BASIC	10
16415354	65909018	BASIC	10
16415355	65909019	BASIC	10
16415357	65909033	BASIC	10
16415358	65909034	BASIC	10
16415360	65909035	BASIC	10
16415361	65909036	BASIC	10
16415362	65909037	BASIC	10
16415364	65909046	BASIC	10
16415366	65909048	BASIC	10
16415368	65711569	BASIC	10
16415369	65839460	BASIC	10
16415370	65884302	BASIC	10
16415371	65884355	BASIC	10
16415372	65909058	BASIC	10
16415373	65909059	BASIC	10
16415374	65909060	BASIC	10
16415375	65909061	BASIC	10
16415376	65909062	BASIC	10
16415377	65909063	BASIC	10
16415378	65909064	BASIC	10
16415380	65909069	BASIC	10
16415381	65543831	BASIC	10
16415382	65792878	BASIC	10
16415385	65909077	BASIC	10
16415386	65909078	BASIC	10
16415389	65909081	BASIC	10
16415391	65814258	BASIC	10
16415392	65909095	BASIC	10
16415393	65909097	BASIC	10
16415394	65814183	BASIC	10
16415395	65909100	BASIC	10
16415399	65909111	BASIC	10
16415400	65909112	BASIC	10
16415401	65826065	BASIC	10
16415402	65859054	BASIC	10
16415404	65909116	BASIC	10
16415405	65598659	MEC CHECK-CONFIRMED	7
16415406	65909117	BASIC	10
16415407	65909118	BASIC	10
16415408	65909119	BASIC	10
16415409	65884357	BASIC	10
16415410	65909120	BASIC	10
16415411	65909121	BASIC	10
16415412	65909122	BASIC	10
16415413	65543832	BASIC	10
16415414	65909125	BASIC	10
16415415	65672670	MEC CHECK-CONFIRMED	7
16415418	65909127	BASIC	10
16415419	65909128	BASIC	10
16415420	65909129	BASIC	10
16415422	65909134	BASIC	10
16415423	65909136	BASIC	10
16415425	65685748	BASIC	10
16415427	65909139	BASIC	10
16415428	65909140	BASIC	10
16415429	65909141	BASIC	10
16415430	65909142	BASIC	10
16415431	65909143	BASIC	10
16415432	65909144	BASIC	10
16415433	65909145	BASIC	10
16415435	65909148	MEC CHECK-CONFIRMED	7
16415436	65909149	MEC CHECK-CONFIRMED	7
16415437	65909151	MEC CHECK-CONFIRMED	7
16415438	65909152	BASIC	10
16415439	65839498	BASIC	10
16415440	65909158	BASIC	10
16415441	65909159	BASIC	10
16415442	65909163	BASIC	10
16415443	65909164	BASIC	10
16415445	65909167	BASIC	10
16415446	65909168	BASIC	10
16415447	65909169	BASIC	10
16415448	65909170	BASIC	10
16415449	65909182	BASIC	10
16415452	65909185	BASIC	10
16415453	65909186	BASIC	10
16415454	65909187	BASIC	10
16415455	65909188	BASIC	10
16415457	65909192	BASIC	10
16415459	65873929	BASIC	10
16415460	65909194	BASIC	10
16415461	65909195	BASIC	10
16415462	65543976	BASIC	10
16415463	65623905	BASIC	10
16415464	65895792	BASIC	10
16415465	65909200	BASIC	10
16415467	65909202	BASIC	10
16415468	65909203	BASIC	10
16415469	65909204	BASIC	10
16415470	65909206	BASIC	10
16415471	65909207	BASIC	10
16415472	65909208	BASIC	10
16415473	65909209	BASIC	10
16415474	65909210	BASIC	10
16415475	65909211	BASIC	10
16415478	65909216	BASIC	10
16415480	65909219	BASIC	10
16415481	65909220	BASIC	10
16415483	65909222	BASIC	10
16415484	65909223	BASIC	10
16415485	65909775	MEC CHECK CONFIRMED	7
16415486	65909860	YES	1
16415487	65909860	YES	2
16415488	65910027	YES	1
16415489	65910027	YES	2
16415492	65545914	MEC CHECK-NO CONTACT	7
16415495	65910448	HIGH PRIORITY OIL 2019	1
16415496	65910449	HIGH PRIORITY 2019	1
16415497	65910450	HIGH PRIORITY 2019	1
16415498	65910491	HIGH PRIORITY 2019	1
16415499	65910565	HIGH PRIORITY 2019	1
16415500	65910566	HIGH PRIORITY 2019	1
16415504	65912226	MEC: 04/04/2020	7
16415505	65912227	MEC: 05/16/2019	7
16415506	65912228	MEC: 05/08/2019	7
16415507	65912229	MEC: 12/13/2020	7
16415508	65912230	MEC: 10/02/2020	7
16415509	65912231	MEC: 06/27/2019	7
16415510	65912232	MEC: 11/14/2019	7
16415511	65912233	MEC: 07/12/2019	7
16415512	65912234	MEC: 12/21/2019	7
16415513	65912235	MEC: 04/16/2019	7
16415514	65912236	MEC: 06/15/2020	7
16415515	65912237	MEC: 02/06/2019	7
16415516	65912238	MEC: 05/18/2020	7
16415517	65912239	MEC: 06/27/2019	7
16415518	65912240	MEC: 06/15/2020	7
16415519	65912241	MEC: NONE	7
16415520	65912242	MEC: 11/26/2020	7
16415521	65912243	MEC: 12/10/2020	7
16415522	65912244	MEC: 05/08/2019	7
16415523	65912245	MEC: 08/08/2019	7
16415524	65912246	MEC: 08/06/2020	7
16415525	65912247	MEC: 10/17/2020	7
16415526	65912248	MEC: 12/20/2020	7
16415527	65912249	MEC: NONE	7
16415528	65912250	MEC: 09/22/2019	7
16415529	65912251	MEC: 11/01/2020	7
16415530	65912252	MEC: 08/17/2019	7
16415534	65604094	MEDICAL: 08/14/2019	7
16415535	65912254	MEC: 09/05/2019	7
16415536	65912255	MEC: 10/02/2020	7
16415537	65661905	MEC: NOT IN POSSESION	7
16415538	65661914	MEC: 09/15/2019	7
16415539	65912256	MEC 01/27/2019	7
16415540	65912257	MEC: 02/08/2020	7
16415541	65912258	MEC: 11/14/2019	7
16415542	65912259	MEC: 05/04/2020	7
16415543	65912260	MEC: 06/22/2019	7
16415544	65912261	MEC: 02/01/2020	7
16415545	65661930	MEDICAL: 02/13/2019	7
16415547	65912263	MEC: 09/15/2019	7
16415548	65912264	MEC: 08/29/2019	7
16415549	65912265	MEC: 09/06/2020	7
16415550	65912266	MEC: 06/12/2019	7
16415551	65912267	MEC: 08/20/2020	7
16415552	65912268	MEC: 10/04/2019	7
16415564	65901904	FARM	3
16415565	65901844	FARM	3
16415567	65855939	SB	1
16415568	65870112	SB	1
16415570	65870091	SB	1
16415573	65882642	CELL PHONE	1
16415574	65855981	SB	1
16415575	65822417	SB	1
16415578	65916058	MEDICAL CARD CONFIRMED	7
16415580	65916137	MEDICAL CARD CONFIRMED	7
16415581	65916139	MEDICAL CARD CONFIRMED	7
16415582	65916141	MEDICAL CARD CONFIRMED	7
16415584	65916144	MEDICAL CARD CONFIRMED	7
16415588	65907264	2	1
16415591	65907199	1	1
16415593	65907208	2	1
16415594	65916150	4	1
16415595	65882864	3	1
16415597	65907061	1	1
16415598	65916161	1	1
16415599	65916162	1	1
16415601	65916168	1	1
16415603	65907105	2	1
16415605	65916174	1	1
16415607	65633616	MEC CHECK-NOT CONFIRMED	7
16415608	65916781	TM40	1
16415609	65916782	TM40	1
16415610	65916783	TM40	1
16415611	65916792	TM40	1
16415612	65916793	TM40	1
16415613	65916794	TM40	1
16415622	65917523	8600	9
16415623	65917523	HW	10
16415625	65780603	BASIC	10
16415626	65711381	BASIC	10
16415627	65920728	BASIC	10
16415628	65658382	BASIC	10
16415629	65672821	BASIC	10
16415630	65685763	BASIC	10
16415631	65598750	BASIC	10
16415633	65802531	BASIC	10
16415634	65920733	BASIC	10
16415635	65920734	BASIC	10
16415638	65745924	BASIC	10
16415640	65711366	BASIC	10
16415641	65920756	BASIC	10
16415643	65920765	BASIC	10
16415644	65920766	BASIC	10
16415645	65746128	BASIC	10
16415646	65746151	BASIC	10
16415647	65759911	BASIC	10
16415648	65895791	BASIC	10
16415649	65920770	BASIC	10
16415650	65920771	BASIC	10
16415651	65920772	BASIC	10
16415652	65920773	BASIC	10
16415653	65920776	BASIC	10
16415654	65920777	BASIC	10
16415655	65920778	BASIC	10
16415657	65920780	BASIC	10
16415658	65920781	BASIC	10
16415660	65772030	BASIC	10
16415661	65909115	BASIC	10
16415662	65920786	BASIC	10
16415668	65920792	BASIC	10
16415669	65920793	BASIC	10
16415672	65920796	BASIC	10
16415673	65920797	BASIC	10
16415674	65920799	BASIC	10
16415675	65920800	BASIC	10
16415676	65920801	BASIC	10
16415677	65920802	BASIC	10
16415678	65920803	BASIC	10
16415680	65920805	BASIC	10
16415681	65920806	BASIC	10
16415682	65920807	BASIC	10
16415684	65920809	BASIC	10
16415686	65920811	BASIC	10
16415687	65920812	BASIC	10
16415688	65920813	BASIC	10
16415689	65884447	BASIC	10
16415690	65920816	BASIC	10
16415691	65920817	BASIC	10
16415692	65711511	MEC CHECK-CONFIRMED	7
16415693	65746086	MEC CHECK-CONFIRMED	7
16415694	65920821	MEC CHECK-CONFIRMED	7
16415696	65746142	BASIC	10
16415697	65839530	BASIC	10
16415698	65920822	BASIC	10
16415699	65873871	BASIC	10
16415700	65745923	26200	9
16415701	65527755	BASIC	10
16415702	65543840	BASIC	10
16415703	65826236	BASIC	10
16415704	65873916	BASIC	10
16415705	65920827	BASIC	10
16415706	65920828	BASIC	10
16415707	65920829	BASIC	10
16415709	65920831	BASIC	10
16415710	65920832	BASIC	10
16415712	65793007	BASIC	10
16415713	65920834	BASIC	10
16415714	65909083	BASIC	10
16415715	65920840	BASIC	10
16415716	65920843	BASIC	10
16415717	65920844	BASIC	10
16415718	65920845	BASIC	10
16415719	65920846	BASIC	10
16415720	65920847	BASIC	10
16415721	65920864	BASIC	10
16415722	65920865	BASIC	10
16415723	65920866	BASIC	10
16415724	65611300	BASIC	10
16415725	65672768	BASIC	10
16415726	65598853	BASIC	10
16415728	65920868	BASIC	10
16415730	65792936	BASIC	10
16415731	65802608	BASIC	10
16415733	65920872	BASIC	10
16415734	65814103	BASIC	10
16415735	65873715	BASIC	10
16415736	65920873	BASIC	10
16415737	65658287	BASIC	10
16415738	65839383	BASIC	10
16415742	65920880	BASIC	10
16415743	65920882	BASIC	10
16415744	65920883	BASIC	10
16415745	65920884	BASIC	10
16415746	65920885	BASIC	10
16415747	65920886	BASIC	10
16415748	65920887	BASIC	10
16415749	65920888	BASIC	10
16415750	65920889	BASIC	10
16415751	65920890	BASIC	10
16415752	65611227	BASIC	10
16415753	65672682	BASIC	10
16415754	65859244	BASIC	10
16415755	65920893	BASIC	10
16415758	65839428	BASIC	10
16415759	65859233	BASIC	10
16415761	65920896	BASIC	10
16415762	65920897	BASIC	10
16415765	65921272	YES	1
16415766	65921272	YES	2
16415767	65921279	MEC CHECK CONFIRMED	7
16415768	65921320	YES	1
16415769	65921320	YES	2
16415770	65921369	L	1
16415771	65921421	MEC CHECK CONFIRMED	7
16415772	65921492	YES	1
16415773	65921492	YES	2
16415774	65921581	YES	1
16415775	65921581	YES	2
16415776	65921613	HIGH PRIORITY 2019	1
16415777	65921638	2019 HIGH PRIORITY OP	1
16415778	65921639	2019 HIGH PRIORITY OP	1
16415779	65921640	2019 HIGH PRIORITY OP	1
16415780	65921641	2019 HIGH PRIORITY OP	1
16415781	65921650	HIGH PPRIORITY 2019	1
16415782	65921654	2019 HIGH PRIORITY	1
16415783	65921655	2019 HIGH PRIORITY	1
16415784	65921673	HIGH PRIORITY 2019	1
16415785	65921682	HIGH PRIORITY 2019	1
16415786	65921683	HIGH PRIORITY 2019	1
16415787	65921684	HIGH PRIORITY 2019	1
16415788	65921707	2019 HIGH PRIORITY OP	1
16415789	65921708	2019 HIGH PRIORITY OP	1
16415790	65921709	2019 HIGH PRIORITY OP	1
16415791	65921710	2019 HIGH PRIORITY	1
16415792	65821728	HIGH PRIORITY 2019	1
16415793	65921731	HIGH PRIORITY OP 2019	1
16415794	65921770	2019 HIGH PRIORITY	1
16415795	65921771	2019 HIGH PRIORITY	1
16415798	65921776	HIGHT PRORIORITY 2019	1
16415799	65921777	HIGH PRIORITY 2019	1
16415800	65921786	HIGH PRIORITY OP 2019	1
16415801	65921788	HIGH PRIORITY OP 2019	1
16415802	65921832	HIGH PRIORITY 2019	1
16415803	65921852	HIGH PRIORITY OPS 2019	1
16415804	65921853	HIGH PRIORITY OPS 2019	1
16415805	65921854	HIGH PRIORITY OPS 2019	1
16415806	65921855	HIGH PRIORITY OPS 2019	1
16415807	65921860	HIGH PRIORITY 2019	1
16415809	65921862	HIGH PRIORITY 2019	1
16415810	65921863	HIGH PRIORITY 2019	1
16415811	65921880	HIGH PRIORITY OPS 2019	1
16415812	65921881	HIGH PRIORITY OPS 2019	1
16415813	65921882	HIGH PRIORITY OPS 2019	1
16415814	65921883	HIGH PRIORITY OPS 2019	1
16415815	65910579	HIGH PRIORTY 2019	1
16415816	65921921	HIGH PRIORITY 2019	1
16415817	65921922	HIGH PRIORITY 2019	1
16415818	65910408	HIGH PRIORTY OIL 2019	1
16415819	65910409	HIGH PRIORTY OIL 2019	1
16415820	65910580	HIGH PRIORITY 2019	1
16415821	65910581	HIGH PRIORITY 2019	1
16415822	65910582	HIGH PRIORITY 2019	1
16415823	65921991	HIGH PRIORITY OP 2019	1
16415824	65922044	2019 HIGH PRIORITY OP	1
16415825	65922045	2019 HIGH PRIORITY OP	1
16415826	65922074	2019 HIGH PRIORITY	1
16415827	65922098	2019 HIGH PRIORITY	1
16415828	65922099	2019 HIGH PRIORITY	1
16415830	65900879	FY17 HP TACT	1
16415831	65900896	FY17 HP TACT	1
16415838	65924376	FY17 HP TACT I40	1
16415839	65924377	FY17 HP TACT I40	1
16415840	65924411	FY17 HP TACT	1
16415841	65924412	FY17 HP TACT	1
16415842	65924413	FY17 HP TACT	1
16415843	65924557	FY17 HP TACT	1
16415845	65924559	FY17 HP TACT	1
16415846	65924560	FY17 HP TACT	1
16415847	65924588	FY17 HP TACT	1
16415848	65924589	FY17 HP TACT	1
16415849	65924590	FY17 HP TACT	1
16415850	65912385	I	1
16415851	65912386	I	1
16415852	65878412	I	1
16415853	65901571	I	1
16415855	65912382	I	1
16415856	65912393	I	1
16415858	65717252	I	1
16415859	65863031	I	1
16415860	65878419	I	1
16415861	65925161	I	1
16415862	65925162	I	1
16415863	65925164	I	1
16415864	65925165	I	1
16415865	65925166	I	1
16415866	65925167	I	1
16415867	65925168	I	1
16415869	65925180	I	1
16415870	65925189	I	1
16415871	65925190	I	1
16415872	65925192	I	1
16415873	65925193	I	1
16415874	65925198	I	1
16415876	65926341	YES	5
16415878	65856044	SB/DD	1
16415879	65822456	SB	1
16415881	65932330	SB	1
16415882	65932331	SB	1
16415884	65855976	SB	1
16415885	65932335	SB	1
16415886	65855924	SEAT BELT	1
16415888	65855930	SB	1
16415890	65882669	SB	1
16415892	65870106	SB	1
16415893	65855940	SB	1
16415895	65526406	SB	1
16415896	65855931	SB	1
16415901	65856035	S/B	1
16415902	65870115	S/B	1
16415903	65882639	SB	1
16415905	65932373	5	1
16415907	65932375	5	1
16415917	65932389	2	1
16415918	65932390	3	1
16415919	65932391	3	1
16415920	65932392	3	1
16415921	65932393	1	1
16415922	65932394	2	1
16415924	65932396	1	1
16415925	65932397	1	1
16415926	65932398	1	1
16415927	65932399	1	1
16415929	65932400	3	1
16415931	65932402	6	1
16415935	65932405	2	1
16415938	65932407	2	1
16415940	65932409	1	1
16415946	65932421	2	1
16415947	65932422	2	1
16415950	65932431	2	1
16415951	65932432	2	1
16415952	65932433	2	1
16415957	65932438	1	1
16415958	65932439	1	1
16415964	65932445	1	1
16415965	65932446	2	1
16415966	65932447	2	1
16415968	65932455	4	1
16415972	65932459	2	1
16415973	65932460	1	1
16415977	65932466	2	1
16415978	65932467	2	1
16415979	65932468	2	1
16415980	65932469	2	1
16415983	65932473	1	1
16415984	65932475	1	1
16415985	65932476	2	1
16415986	65932477	2	1
16415987	65932478	1	1
16415992	65932492	4	1
16415995	65932497	3	1
16415996	65932498	3	1
16415997	65932499	2	1
16416002	65932512	2	1
16416003	65932513	2	1
16416004	65932514	2	1
16416005	65932515	2	1
16416006	65932516	1	1
16416008	65932518	1	1
16416010	65932520	2	1
16416013	65932521	1	1
16416015	65932528	1	1
16416019	65893042	T198	1
16416021	65933178	T198	1
16416022	65933190	T198	1
16416023	65933191	T198	1
16416024	65933192	T198	1
16416025	65933193	T198	1
16416027	65933195	TM40	1
16416028	65933196	TM40	1
16416035	65933199	TM40	1
16416037	65933201	TM40	1
16416038	65933202	TM40	1
16416043	65916852	TM40	1
16416044	65916853	TM40	1
16416045	65916860	TM40	1
16416047	65916862	TM40	1
16416048	65916863	TM40	1
16416049	65933276	TM40	1
16416050	65933277	TM40	1
16416052	65655278	TM40	1
16416053	65933292	T198	1
16416054	65933293	T198	1
16416055	65933294	T198	1
16416057	65933299	TM40	1
16416058	65933300	TM40	1
16416059	65933301	TM40	1
16416060	65933302	TM40	1
16416061	65933321	T198	1
16416062	65933322	T198	1
16416063	65933323	T198	1
16416064	65933324	T198	1
16416065	65933325	T198	1
16416066	65933326	T198	1
16416069	65933341	TM40	1
16416070	65933342	TM40	1
16416071	65933343	TM40	1
16416074	65933363	T198	1
16416075	65933364	T198	1
16416076	65933365	T198	1
16416077	65933366	TM40	1
16416078	65933367	TM40	1
16416082	65933973	PRIORITY 17	1
16416083	65933974	PRIORITY 17	1
16416084	65933982	PRIORITY17	1
16416085	65933983	PRIORITY17	1
16416086	65933985	PRIORITY17	1
16416087	65894887	PRIORITY17	1
16416088	65894902	PRIORITY17	1
16416091	65934023	MEC CHECK-CONFIRMED	7
16416092	65934027	TIMBER19	1
16416093	65934036	PRIORITY17	1
16416094	65934037	PRIORITY17	1
16416095	65934041	GAS2019	1
16416096	65883657	GAS2019	1
16416097	65934046	PRIORITY17	1
16416098	65934046	MEC CHECK NO CONTACT	7
16416099	65934047	PRIORITY17	1
16416100	65934048	PRIORITY17	1
16416101	65894921	GAS2019	1
16416102	65883630	TPK18	3
16416104	65894855	TIMBER19	1
16416105	65934052	PRIORITY17	1
16416106	65934053	PRIORITY17	1
16416107	65934053	MEC CHECK CONFIRMED	7
16416109	65934058	TPK18	3
16416111	65934060	PRIORITY17	1
16416112	65934061	GAS2019	1
16416113	65934061	MED CHECKED - CONFIRMED	7
16416114	65934067	GAS2019	1
16416115	65934068	GAS2019	1
16416116	65934068	MED CHECKED - CONFIRMED	7
16416117	65934069	MED CHECKED - CONFIRMED	7
16416118	65934176	3600	9
16416119	65934176	HW	10
16416124	65934356	BASIC	10
16416125	65793022	BASIC	10
16416126	65934358	BASIC	10
16416127	65934359	BASIC	10
16416128	65934360	BASIC	10
16416129	65895642	BASIC	10
16416130	65934363	BASIC	10
16416134	65934364	BASIC	10
16416135	65934365	BASIC	10
16416136	65934366	BASIC	10
16416137	65934367	BASIC	10
16416138	65909079	BASIC	10
16416139	65934370	MEC CHECK-CONFIRMED	7
16416141	65934372	MEC CHECK-CONFIRMED	7
16416143	65934391	BASIC	10
16416144	65934395	BASIC	10
16416146	65934400	BASIC	10
16416147	65934402	MEC CHECK-CONFIRMED	7
16416148	65934403	MEC CHECK-CONFIRMED	7
16416152	65934413	BASIC	10
16416153	65934414	BASIC	10
16416157	65934429	BASIC	10
16416163	65934443	BASIC	10
16416166	65934446	BASIC	10
16416169	65728539	BASIC	10
16416170	65934447	BASIC	10
16416174	65934456	BASIC	10
16416179	65934459	BASIC	10
16416181	65934463	BASIC	10
16416185	65934467	BASIC	10
16416186	65934468	BASIC	10
16416187	65934469	BASIC	10
16416188	65934470	BASIC	10
16416189	65934471	BASIC	10
16416190	65934472	BASIC	10
16416191	65934473	BASIC	10
16416192	65814390	BASIC	10
16416195	65711688	BASIC	10
16416196	65934476	BASIC	10
16416198	65934479	BASIC	10
16416202	65934484	BASIC	10
16416203	65934485	BASIC	10
16416205	65934489	BASIC	10
16416206	65934490	BASIC	10
16416207	65934491	BASIC	10
16416209	65934504	BASIC	10
16416210	65934525	BASIC	10
16416211	65934529	BASIC	10
16416213	65934531	BASIC	10
16416214	65934532	BASIC	10
16416215	65839535	BASIC	10
16416217	65934552	BASIC	10
16416219	65934554	BASIC	10
16416224	65935326	YES	1
16416225	65935326	YES	2
16416226	65935340	MEC CHECK-CONFIRMED	7
16416227	65935385	MEC CHECK-NO CONTACT	7
16416228	65935393	YES	1
16416229	65935393	YES	2
16416230	65935528	YES	1
16416231	65935528	YES	2
16416232	65935539	MEC CHECK CONFIRMED	7
16416233	65935567	MEC CHECK CONFIRMED	7
16416236	65935666	HIGH PRIORITY 2019	1
16416237	65935667	HIGH PRIORITY 2019	1
16416238	65935675	HIGH PRIORITY 2019	1
16416239	65935676	HIGH PRIORITY 2019	1
16416240	65935685	HIGH PRIORITY OP 2019	1
16416241	65935686	HIGH PRIORITY OP 2019	1
16416242	65935688	HIGH PRIORITY 2019	1
16416243	65935690	HIGH PRIORITY 2019	1
16416244	65935701	HIGH PRIORITY 2019	1
16416246	65935708	HIGH PRIORITY OPS 2019	1
16416247	65935709	HIGH PRIORITY OPS 2019	1
16416248	65935710	HIGH PRIORITY OPS 2019	1
16416249	65935711	HIGH PRIORITY OPS 2019	1
16416250	65935713	HIGH PRIORITY OP 2019	1
16416251	65935714	HIGH PRIORITY OP 2019	1
16416252	65935739	HIGH PRIORITY OPS 2019	1
16416253	65935740	HIGH PRIORITY OPS 2019	1
16416254	65935742	HIGH PRIORITY OPS 2019	1
16416255	65935767	HIGH PRIORITY OPS 2019	1
16416256	65935768	HIGH PRIORITY OPS 2019	1
16416257	65935769	HIGH PRIORITY OPS 2019	1
16416258	65935770	HIGH PRIORITY OPS 2019	1
16416259	65935772	HIGH PRIORITY OP 2019	1
16416260	65935773	HIGH PRIORITY OP 2019	1
16416261	65935799	HIGH PRIORTY OPS 2019	1
16416262	65935800	HIGH PRIORITY OPS 2019	1
16416263	65935801	HIGH PRIORITY OPS 2019	1
16416264	65935802	HIGH PRIORITY OPS 2019	1
16416265	65935803	HIGH PRIORITY OP 2019	1
16416266	65935804	HIGH PRIORITY OP 2019	1
16416267	65935805	HIGH PRIORITY OP 2019	1
16416268	65935806	HIGH PRIORITY OP 2019	1
16416269	65821445	HIGH PRIORITY 2019	1
16416270	65935832	HIGH PRIORITY OPS 2019	1
16416271	65935833	HIGH PRIORITY OPS 2019	1
16416272	65794143	HIGH PRIORITY 2019	1
16416273	65821444	HIGH PRIORITY 2019	1
16416274	65821448	HIGH PRIORITY 2019	1
16416275	65821454	HIGH PRIORITY OP 2019	1
16416276	65821710	HIGH PRIORITY 2019	1
16416277	65922065	2019 HIGH PRIORITY IN SAN JUAN COUNTY	1
16416278	65922066	2019 HIGH PRIORITY IN SAN JUAN COUNTY	1
16416279	65921642	2019 HIGH PRIORITY IN SAN JUAN COUNTY	1
